text,Mystery,Drama,Thriller,Comedy,Action
"Dr. Lawrence Baxter runs a medical-themed radio show and requently denounces the phony radium-based ""medicine"" being sold by Ronald Kennedy. After one of his patients his kidnapped by Kennedy's thugs, Baxter teams up with the police, and pretents to join Kennedy's business to gain evidence of criminal activity.",0,1,1,0,1
"New York City police detective Mark McPherson  is investigating the murder of beautiful, and highly successful, advertising executive, Laura Hunt . Laura has been killed by a shotgun blast to the face, just inside the doorway to her apartment, before the start of the film. He interviews charismatic newspaper columnist Waldo Lydecker , an imperious, decadent dandy, who relates how he met Laura, became her mentor, and used his considerable influence and fame to advance her career. McPherson also questions Laura's parasitic playboy fiancé, Shelby Carpenter , her wealthy socialite aunt, Ann Treadwell , who'd been carrying on with Carpenter and giving him money, and her loyal housekeeper, Bessie Clary . Through the testimony of her friends, and the reading of her letters and diary, McPherson comes to know Laura and slowly becomes obsessed with her, so much so Lydecker accuses him of falling in love with the dead woman. He also learns that Lydecker was jealous of Laura's suitors, using his newspaper column and influence to keep them at bay. One night, the detective falls asleep in Laura's apartment, under her portrait, and is awakened by the sound of someone entering the apartment. He is shocked to discover it is Laura. Laura finds a dress in her closet belonging to one of her models, Diane Redfern. McPherson concludes that she, Diane Redfern, was the victim, brought there by Carpenter, while Laura was away in the country. Now it becomes even more urgent to unmask the murderer. A party is thrown to welcome Laura's return. At the party, McPherson arrests Laura for the murder of Diana Redfern. Upon questioning her, he is convinced of her innocence and that she does not love Shelby. He returns her to her apartment, and then goes to search Lydecker's apartment. There he finds a clock that is identical to the one in Laura's apartment. On closer examination he finds a secret compartment. He returns to Laura's apartment. Lydecker is there and it is apparent there is a growing bond between Laura and the detective. Lydecker insults McPherson and is sent away by Laura. After Lydecker has left, McPherson examines Laura's clock and finds the shotgun that killed Diane. Laura is confronted with the truth that Lydecker was the murderer. McPherson locks Laura in to her apartment, warning her not to let any one in. After he has left, Lydecker gains access to the apartment. Lydecker attempts to kill Laura, claiming if he cannot have her, no one can. He is shot down by McPherson's sergeant, who had told McPherson that Lydecker had never left the building, causing the two policemen to return to the apartment. Lydecker's last words are: ""Goodbye, Laura. Goodbye, my love.""",1,1,1,0,0
"An officer in the violent crimes division, Dae-ro is a hero in his daughter Hyun-ji's eyes, but in fact he's a corrupt cop, interested only in bribe money and pretty women. He is totally selfish and takes great pains to keep himself out of harm's way, avoiding the danger inherent in his job. One day, while in pursuit of a suspect, Dae-ro faints and is taken to the hospital. There he is told that he has a brain tumor and has about three months to live at most. To provide for his daughter's financial security, Dae-ro plots his own death that will appear accidental so that she will collect a sizable insurance premium.",0,0,0,1,1
"Adam, a San Francisco-based artist who works as a cab driver on the side, is having a hard time committing to his girlfriend, Nina. She wants to take their relationship to the next level, but he hasn't really gotten over his ex-girlfriend, Kate, who left him for another woman and is reluctant to move forward with Nina because he's still hanging on to the idea that one day Kate will come back to him. Feeling neglected, Nina breaks up with Adam and starts seeing Kevin, a womanizing bartender who is also Adam's best friend. Meanwhile Rebecca, the new girl in town, gets a job in Kevin's bar and begins an affair with Anne, the woman Kate left Adam for. Tired of her infidelities, Kate breaks up with Anne and returns to Adam. However she soon realises that she's not in love with him anymore and breaks up with him for good. Rebecca soon tires of Anne and breaks off their affair. One day she meets Adam, who is finally attempting to move on from Kate once and for all, and they go out on a date. Nina and Kevin's fling turns into something deeper when she finds out that she's pregnant, an event that strains Adam's friendship with Kevin and threatens to ruin his budding relationship with Rebecca before it has a chance to begin.",0,1,0,1,0
"Randy Bodek  is a rebellious college slacker, living with his girlfriend Jenny . His father, furious over Randy's lack of direction or work ethic, forces Randy to come back home and get a job. Randy eventually finds work as a pizza delivery boy at Señor Pizza, but his pitiful earnings will not allow him to fund college on his own and he despairs of being able to return to Jenny next semester. In his capacity as delivery boy, he soon makes the acquaintance of a middle-aged, wealthy Italian woman, Alex Barnett , who pampers and seduces him. She and Randy enjoy a quiet, brief, passionate affair. During the affair, Randy's increasingly stylish appearance, unusually chipper demeanor and gifts being delivered by Randy's handsome Italian co-worker, Tony , inspire Randy's father to believe his son is gay. Eventually, Alex must return to Italy. Randy is disappointed; he has enjoyed his relationship with Alex, both for the lavish gifts of money and expensive clothing, and for the experience at pleasing women he can bring to his relationship with Jenny upon returning to college. Alex tells him on their last night together that the next time Señor Pizza receives a delivery order for pizza with extra anchovies, it will be her summoning him again. However, the next order for extra anchovies comes from an unhappily married Asian woman, Kyoko Bruckner. Further orders come from Dr. Joyce Palmer, director of a women's health practice, and isolated aspiring photographer Monica Delancy. Randy's relationships with these women lead him to better understand women's wants and needs. Through Kyoko and Monica's acquaintances, and the women Joyce recommends to Randy among her patients, Randy soon has a thriving escort business based around the ""extra anchovy"" order, which he manages to conceal from Señor Pizza's management. Eventually, the three women's husbands become suspicious. In an attempt to pin down who is sleeping with their wives, the three husbands go through their wives' financial statements and credit card bills, leading them to Señor Pizza to confront the delivery boy who is apparently sleeping with all three of their wives. Meanwhile, Jenny has come to town to surprise Randy, and has learned from Jory , a rival of Randy's, that Randy is seeing other women without her knowledge. Randy is not there, having received an order for extra anchovies -- from his mother. He escapes the situation before she sees him, and passes the pizza off to Tony, with instructions that they are out of anchovies. Randy then learns from his other co-worker Henry about Jenny's visit and Jory having told her about the other women. Randy and Jory go out back of Señor Pizza to fight, but the husbands arrive, intent on assaulting Randy. They grab Randy and are about to rough him up when Harry  realizes that Randy is Joe Bodek's son; Joe had told Harry during a semi-drunken conversation that he believes Randy to be gay, and Harry dismisses him as a suspect on those grounds. The husbands then assault an unsuspecting Jory. Randy confesses to Jenny about the reasons he agreed to become a paid escort. Jenny is hurt and uncertain she wants to continue their relationship, but agrees to accompany him to his parents' anniversary party. The husbands follow Jory to the party, where the party dissolves into melee, resulting in their arrest for assault. Jory is humiliated when he discovers that his own mother was one of Randy's customers. Joe forgives Randy and agrees to fund college again.",0,0,0,1,0
"A wealthy playboy/private-investigator named Cody Abilene is hired by a Government Intelligence Operative to investigate a lead into who is selling computer technology to the Russians. While investigating rich socialites, amorous naked vixens, an ex-con with a penchant for blackmail, and keeping it all from his sexy lady cop friend Beverly Mcafee, Cody puts himself in the crosshairs of the traitorous tech-spies who will gladly kill to stay in business. The scope of the conspiracy is revealed after Cody and Beverly make love at a suspect's beachhouse, only to find a pair of hitmen gunning for them as they get dressed. Gunplay, car chases and races ensue.",1,0,1,1,1
"The opening portrays a man being declared dead in an Italian hospital by a police chief. The man is an ex-CIA agent, John Creasy. Eleanor Ringel of the Atlanta Journal-Constitution says that Creasy ""introduces himself to us in a ""Sunset Boulevard""-style opening.""<ref nameAT&p_themesearch&p_maxdocs1&p_text_direct-0document_id&p_perpageYMD_date:D&s_trackvalc24sAAAAIBAJ&sjid6754,4500807&dqen Man on Fire]."" Spartanburg Herald-Journal. Friday November 27, 1987. B7. Google News 11/28. In Italy, wealthy families often hire bodyguards to protect family members from the threat of kidnapping. A wealthy family that needs a bodyguard hires Creasy, a burned-out ex-CIA agent, to protect their daughter, Samantha ""Sam"" Balletto. Creasy has been broken down from all of the death and horror of combat he witnessed in the Vietnam War and in Beirut, Lebanon. Although Creasy is not interested in being a bodyguard, especially to a twelve year old youngster, he accepts the assignment because he has no better job offers. Creasy barely tolerates the precocious child and her pestering questions about him and his life. But slowly, she chips away at his seemingly impenetrable exterior, his defenses drop, and he opens up to her. They become friends and he replaces her parents in their absences, giving her advice, guidance and help with track. Creasy's life is shattered when Sam is kidnapped. Despite being seriously wounded during the kidnapping, Creasy vows her safe return, and vows vengeance on the kidnappers. Ringel said that the film ""is actually two movies rather clumsily stitched together. The first - and better - half is a likable character study in which Sam and Creasy get to know and like each other and thereby get to know and like themselves. The second half, alas, is a routine vigilante flick, with Creasy surviving gunshots, explosions, car crashes and a most distracting production design  in his quest to rescue Sam."" The Lexington Herald-Leader said that the film ""veers erratically between existential meditation and conventional vengeance drama.""""GOOD, MEDIOCRE COMEDIES ARRIVE."" Lexington Herald-Leader. Sunday March 5, 1989. H4 Arts and Leisure. Retrieved on April 2, 2012.",0,1,1,0,1
"The film opens with Mary Poppins  perched in a cloud high above London in spring 1910.""... It's grand to be an Englishman in 1910 / King Edward's on the throne; it's the age of men! ..."" George Banks' opening song 'The Life I Lead'; King Edward VII of the United Kingdom died 6 May 1910 The action descends to Earth where Bert , a Cockney jack-of-all-trades is performing as a one-man band at a park entrance. The spectators watching him include: Ms. Persimmon , Miss Lark  and Mrs. Corry . He suddenly senses that his good friend is about to return. After the show, he speaks directly to the audience, introducing viewers first to Admiral Boom, who keeps his exterior rooftop ""Ship Shape"", by firing his cannon at 8:AM and 6:PM each day, and then to the well-to-do but troubled Banks family, headed by the cold and aloof George Banks  and the loving but highly distracted suffragette Winifred Banks . The Bankses' latest nanny, Katie Nanna , is quitting, exasperated after the Banks children, Jane  and Michael , have run off for the fourth time this week. Ellen, the maid , pleads with her not to leave, but Mrs. Brill, the cook , wishes her good riddance. Mrs. Banks returns home, and engages all four women in a rousing rendition of ""Sister Suffragette"", before Katie Nanna stalks out. Mr. Banks returns home from his job at the Dawes Tomes Mousley Grubbs Fidelity Fiduciary Bank, and Mrs. Banks reveals the children are missing. A policeman , arrives with the children, who ask their father to help repair their damaged kite, but he dismisses them and advertises for an authoritarian nanny-replacement. Jane and Michael draft their own advertisement asking for a fun, kind-hearted and caring person, but Mr. Banks tears up the paper and throws it in the fireplace. Unnoticed, the remains of the note float up the dark chimney. The next day, a queue of elderly and disagreeable looking candidates await at the door. However, a strong gust of wind blows the queue away and Mary Poppins floats down, held aloft by her magical umbrella, to apply. Mr. Banks is stunned to see that this calmly defiant new nanny has responded to the children's ad despite the fact he destroyed it. Although Mary Poppins recites the ad, she also tells George that she is firm and will also lay down ground rules with the children. As he puzzles, Mary Poppins employs herself and begins work, saying that she will stay for a trial period of one week, before deciding if she will take a permanent position. The children face surprises of their own: Mary possesses a bottomless carpetbag, and makes contents of the children's nursery come to life and tidy themselves . The trio then meet Bert, who is a close friend of Mary, in the park at work as a screever, where Mary uses one of his chalk pavement drawings as a gateway to an outing in an animated countryside. While in the drawing, the children ride a merry-go-round while Mary and Bert enjoy a stroll through the countryside, during which Bert dances at an outdoor bistro with four penguin waiters. Mary and Bert join the children on the merry-go-round, from which the horses break loose and take their riders on a trip through the countryside. As they pass by a fox hunt, Bert maneuvers to save an Irish-accented fox from the bloodhounds. Finally the quartet finds themselves in a horse race, which Mary wins. It is here that Mary first employs the nonsense word ""Supercalifragilisticexpialidocious."" The outing is interrupted by a rainstorm, which washes away the chalk drawing and returns the travellers, drenched, to the park pavement. That evening, the children ask Mary how long she'll stay with them. With a somber expression, she replies, ""I shall stay until the wind changes"". The next day, they all visit Bert's jovial Uncle Albert , who floats whenever he laughs, and join him in a tea party in mid-air, though Mary finds it childish and ridiculous. They all get down, only when one had to think of ""Something Sad"", when Mary firmly says: ""It is time to go home."" Mr. Banks grows increasingly irate with his children's stories of their adventures, but Mary effortlessly inverts his attempted dismissal of her services into a plan to take his children with him to the Dawes Tomes Mousley Grubbs Fidelity Fiduciary Bank, where he is employed. On the way there, as they pass the bank, the children see ""The Bird Woman"" , of whom Mary sang to them the night before, and they want to feed the birds around her, but George will have none of it as he expresses his lack of interest in what Mary Poppins says and orders his children to ""come along"" and not mention her name for the rest of the day. Upon arriving at the bank, Mr. Dawes Jr  and Mr. Dawes Sr —Mr. Banks' employers—aggressively try to persuade Michael to invest his tuppence in the bank to the point of actually snatching it out of his hand without waiting for his permission. When Michael protests, the other customers misunderstand and start a run on the bank that forces the bank to suspend business. The Bank Guard  chases the children causing the children to flee and wander into the slums of the East End of London. Fortunately, they run into Bert, now employed as a chimney sweep. He takes them safely home, explaining that their father does not hate them, but that he has problems of his own, and that unlike the children, has no one to turn to but himself. At home, a departing Mrs. Banks employs Bert to clean the family's chimney and mind the children. Mary Poppins arrives back from her day off and warns of the dangers of this activity, but is too late as the children are both sucked up the chimney to the roof. Bert and Mary follow them and lead a tour of the rooftops of London that concludes with a joyful dance with Bert's chimney-sweep colleagues. A volley of fireworks from the Banks' eccentric neighbour, Admiral Boom , who mistakes them for Hottentots, orders Mr. Binnacle  to set off the fireworks which sends the entire gathering back down a different chimney, which turns out to be the Banks' chimney. Mr. Banks arrives home, causing the chimney sweepers to depart outside the home, and out into the street, where they disappear from view within less than half a minute. Their departure conclude the festivities. Banks angrily inquires Mary Poppins what was the meaning of this, in which Mary replies that she never explains anything. Banks then receives a phone call from work ordering him to return immediately for disciplinary action. As Mr. Banks gathers his strength, Bert points out that while Mr. Banks does need to make a living, his offspring's childhood will come and go in a blink of an eye, and he needs to be there for them while he can. The Banks children approach their father to apologize, and Michael gives Mr. Banks his tuppence in the hope that it will make things all right. Banks gently accepts the offering. A somber and thoughtful Mr. Banks walks alone through the night-time streets, for the first time noticing several of the buildings around him, including the cathedral and steps on which the bird woman was sitting earlier. At the bank, he is formally humiliated and sacked for causing the first run on the bank since 1773 . However, after being at a loss when ordered to give a statement, Mr. Banks invokes Mary Poppins' all-purpose word ""Supercalifragilisticexpialidocious!"" to tweak Mr. Dawes. He gives Dawes the tuppence, tells the old man one of Bert's and Uncle Albert's jokes, and raucously departs. Dawes mulls over the joke, finally ""gets it"" and floats up into the air, laughing. The next morning, the wind has changed direction, and so Mary must depart. Meanwhile, the Banks adults cannot find Mr. Banks, and fear that he might have become suicidal. However, Mr. Banks, now loving and joyful, reappears with the now-mended kite and cheerfully summons his children. The greatly relieved Mrs. Banks supplies a tail for the kite, using one of her suffragette ribbons. They all leave the house without a backward glance as Mary Poppins watches from a window. In the park with other kite-flyers, Mr. Banks meets Mr. Dawes Jr., now in charge of the bank, who says that his father literally died laughing. Instead of being upset, the son is delighted his father died happy and re-employs Mr. Banks to fill the opening as junior partner. Her work done, Mary Poppins takes to the air with a fond farewell from Bert , telling her not to stay away too long.",0,1,0,1,0
"The film begins with a voice over explaining the ""cause"" of the filmmakers in attempting to expose a ""crual custom"" that exists in the rural areas of the Punjab where women are married off  to the Quran so that the landowning family doesn't have to part with any of its wealth. The action is based around the rural haveli of Vadda Saeen - the family elder, and his wife. They live in their sprawling estate together with the extended family that is usually warring with one another. There are also legions of slaves  who devote themselves to the Vadda Saeen and show their love for their Saeen by kissing and nuzzling his feet! The house contains two warring ""bahu's"", the benign, kindhearted widow Naghma and the Wicked-Super-Dyke-from-Hell Bahar. Naghma has a demented son, Babar Ali who shoots people for fun and a daughter, Saima, an overgrown 35-year-old teenager with an unhealthy pigeon fetish. Problems arise when it is discovered that the family will stand to lose a large segment of their land once Saima is wedded. The family elders, cajoled and abetted by Eyebrow Queen Bahar decide to adopt a plan where Saima is to get married, not to a handsome young prince but to the Holy Book. There are to be no festivities, no joy and little chance of children. Not only that, but she is to wear only white and must live with her husband in a deserted mausoleum! Naturally Saima, expecting marriage to a handsome young pigeon is rather depressed when she is banished to a life on the periphery. Matters start coming to a head when Rana returns from ""frontline duty"" to find that the girl of his dreams has been forced to wed the Quran and live in exile. He consults a nearby imam who tells him that such marriages are unrecognized by Islam and are simply an illegal schemes by which families attempt to retain their wealth. So, armed with this information, the hitherto timid Rana decides to take on the almighty family of Vadda Saeen, led by the dangerously psychotic Babar Ali. First off, the movie must be commended for at least making an attempt to tackle a relevant issue in a language most likely to be understood by the masses. The film is also to be commended for avoiding the sleazy element associated with Punjabi movies. Syed Noor plays to the masses but avoids the smutty element quite successfully going for the wholesome style of ""Choorian"" instead. The film has some fairly decent tunes to help it along, but the pace starts slowing more and more as we approach the inevitable climax. Saima looks fetching and should be featuring in next years Film Award ceremonies for her acting in this film - yet she looks considerably older than her co-star Moammar Rana. Bahar eats up the screen and dominates as only she can while Nirma, as Babar Ali's trinket doesn't make much impression despite being given a sizzling number to perform. Nirma's future doesn't appear to be too bright. Babar Ali ends up taking most of the acting accolades delivering a menacing performance as the evil brother Mattoo. He ought to forget about taking on romantic leads considering how average  he looks and would be far better advised to stick to this sort of negative role, which he performed with such distinction here. Mehndi Waley Hath is at least not an outright embarrassment and is somewhat elevated by the ""message"" that it attempts to deliver. A feather in director/producer/screenwriter Syed Noor's cap - a rare commodity these days.",0,1,0,0,0
"Mengejar Mas-Mas is an Indonesia drama comedy movie. Shanaz  felt guilty for her father's death. Her relationship with her mother disharmonize, and things get worse when her mother decides to marry her boyfriend within 8 months since her father died. Disappointed, Shanaz runs away to Jogjakarta to follow her boyfriend Mika, but she lost contact with him. With no money, she’s been strayed to Pasar Kembang , the worst localization in Jogjakarta. She meets Ningsih , a prostitute who saves her from a bad guy. Ningsih lets Shanaz stays with her, and they get close. Then Shanaz meet Parno , Ningsih’s former boyfriend. They often spend their time together during Ningsih absence for “work”. Even he’s 20 years older than Shanaz, Parno’s crushed to Shanaz’s heart. Shanaz secretly falls in love with him, but Ningsih and Parno still care for each other.",0,1,0,1,0
"On October 6, 1970, while on holiday in Istanbul, Turkey, American college student Billy Hayes straps 2kg of hashish blocks to his chest. While attempting to board a plane back to the US with his girlfriend, Billy is arrested by Turkish police on high alert due to fear of terrorist attacks. He is strip-searched, photographed and questioned. After a while, a shadowy American  arrives, takes Billy to a police station and translates for Billy for one of the detectives. On questioning Billy tells them that he bought the hash from a taxicab driver, and offers to help the police track him down in exchange for his release. Billy goes with the police to a nearby market and points out the cab driver, but when the police go to arrest the cabbie Billy sees an opportunity and makes a run for it. He gets cornered in a building and is recaptured by the mysterious American. During his first night in holding, Billy, freezing cold, sneaks out of his cell and steals a blanket. Later that night he is rousted from his cell and brutally beaten by the chief of guards, Hamidou. He wakes a few days later in Sağmalcılar prison, surrounded by fellow western prisoners Jimmy , Max  and Erich  who help him to his feet. Jimmy tells Billy that the prison is a dangerous place for foreigners like themselves and that no-one can be trusted, not even the young children. In the ensuing weeks following his arrest, Billy attempts to gain his release through the Turkish justice system. On the advice of Max, he hires a Turkish attorney, Yesil, who has a reputation for having successfully defended another prisoner also arrested with a large quantity of hashish. Billy’s father arrives from the US and the two share an emotional reunion. The courtroom scene at Billy’s trial is disorienting to both father and son as the prosecutor rapidly hurls accusations at Billy in Turkish. As the two ask their lawyer for an explanation, Yesil reassures them the remarks were just technical and not to worry, that the judge likes him. The judge returns a verdict of 4 years in prison angering the prosecutor and devastating Billy and his father. Yesil assures them it is an excellent outcome and that Billy could have received a lifetime sentence for smuggling, a sentence the prosecutor was vehemently arguing for. Father and son retreat to a small holding area where they tearfully share their devastation. Billy is hauled off to begin his sentence. In the next several years, Billy settles into life as a prisoner in this strange and horrible place. He begins a close relationship with Erich. Erich is gay and wishes to consummate the relationship but Billy refuses. Shortly after, Erich is released. Billy actually settles into some sense of normalcy engaging in long conversations with Max, smoking the cheap and awful drugs sold in the prison by chief snitch and prison trustee Rifki and counting the days until his release. Rifki is despised by all and routinely taunts the English speaking prisoners. Eighteen months before his release, Jimmy tries to get Max and Billy to go along with an escape plan. Billy refuses essentially putting his faith in the justice system due to release him in a year and a half. Jimmy tries on his own, is caught, and is severely beaten, nearly to death. In 1974, 53 days before his original term in prison is to expire, Billy's sentence is overturned by the Turkish High Court in Ankara after a prosecution appeal , and he is ordered to serve at least a 30-year life term for his crime. His stay becomes a living hell: terrifying scenes of physical and mental torture follow one another culminating in Billy having a breakdown and beating to near death his fellow prisoner Rifki, biting out Rifki's tongue in the process. Following this breakdown he is sent to the prison's ward for the insane where he wanders in a daze among the other disturbed and catatonic prisoners. He meets fellow prisoner Ahmet whilst participating in the regular inmate activity of walking in a circle around a pillar. Ahmet claims to be a philosopher from Oxford University and engages him in conversation to which Billy is unresponsive. In 1975, Billy's girlfriend, Susan, comes to see him and is devastated at what has happened to him. She tells him that he has to escape or else he will die in there and leaves him a scrapbook with money hidden inside as ""a picture of your good friend Mr. Franklin from the bank,"" hoping Billy can use it to help him escape. Her visit moves Billy strongly, and he begins to regain some of his senses. He says goodbye to Max, telling him not to die and to wait for Billy to come back for him. He attempts to bribe the head guard to take him to the sanitarium where there are no guards. Instead the guard takes Billy past the sanitarium to another room and attempts to rape him. With a freak stroke of luck, Billy kills the brutish and sadistic guard by pushing him on to a coat hook. He seizes the opportunity to escape by putting on a guard's uniform and managing to walk out of the front door. In the epilogue it is explained that on the night of October 4, 1975 he successfully crossed the border to Greece, and arrived home three weeks later.",0,1,1,0,0
"Priya Amal Raj  loses her mother at a very young age. She is friendly, outspoken, sensitive, yet precocious. Priya is brought up by her dad, Amal Raj  who is a clothing industrialist. Since her child hood priya is interested in singing, music and church. Thomas Thanga Durai , a polite, well mannered NRI business man, returns to India from America to look after his father's Thanga Durai's  business. Thanga Durai is a former associate in Amal Raj's business, and now establishes his own business empire in the same vicinity, opposite to Amal Raj's factory. He boasts of his sons achievements. However, Amal Raj dislikes Thanga Durai's ill mannered, clumsy and bizarre antics though Thomas and Priya have known each other in their child hood. Thomas, happens to meet Priya at her school when he goes to a woman's hostel to see his aunt, mother superior  a nun in that school church. Thomas takes Priya's help in surprising his aunt with a gift on her birthday. In the process, Thomas falls in love with priya but is unable to confess his love for her. Priya has been brought up in a convent school and wants to become a nun, much to the horror of Thomas and Priyas father. Thomas friend Shiva  takes him to hairstylist Deva  who is notorious at changing women's minds. Deva befriends priya to change her mind about being a nun. At one instance, priya performs singing at a Gala along with deva's troupe, which puts the troupe into the limelight of a recording theatre owner. Deva requests Priya to join his aspiring music troop as a singer and help them achieve the group's aspiration for a film audition and priya agrees to it. Deva with his musical troupe  play tricks to make Priya fall in love with Thomas, but fails to turn Priya's mind towards Thomas. Instead, Deva himself falls in love with Priya and she reciprocates. Complications arise when Priya falls in love with Deva instead, and at the same juncture, Thomas confesses his love to priya and reveals the shocking truth behind Deva's association with priya. Torn between the two men, a broken hearted Priya decides to vow for Nun trainee and fails to fulfill her promise for the group's music audition. Thomas realises this at the end and sacrifices his love. Thomas and his Aunt convince priya out of celibacy and marry Deva. Thomas becomes a church priest as he naturally leads a life of service to the poor, sacrifice and mental chastity.",0,1,0,0,0
"Rahul ([[Dev  & Ria  met as they are independently travelling to Siliguri. Ria is running away to meet her boyfriend while Rahul’s reason is sell his steal. The destination however for both are the hills of Darjeeling. Rahul and Ria are bound by fate here onwards. They knowingly steps into each other's life as well as behind each other’s back as they travel, as Rahul hides his steal in Ria’s bag. It gets into the hands of a thief…… For Rahul the steal is the only hope, and that is something Ria realizes on visiting Rahul’s family.Things take a turn around when Ria is heart broken, as her relationship with her boyfriend falls apart. She offers to aid Rahul one hand and makes a deal with her father on the other. As things falls into place for one. The world shatters for the other. Couples are made in heaven…… Love becomes inevitable when two people cross each other’s path and passes through the good and the bad times. Rahul and Ria meet again but in an altogether different circumstances. This time neither is it in an alien land nor are they alone.But in the last,they both confess there love,and get married. <!--",0,1,0,1,1
"Emery Simms is a highly educated and successful business tycoon whose life takes a turn for the worse when he engages in an adulterous fling with the wildly free-spirited and exotic Allanah. Emery kills a man that was trying to get information out of him. It is then witnessed by a man who runs and flees afterwords. Emery doesn't see that the man he killed cell phone is there and it has all the call logs in it. He then makes a phone call to his friend who does not answer the phone. He later in the movie meets Alannah who's car has broken down. He gives her a ride to her work not knowing that she is working an angle to get what she wants. He then calls her and insists that they have dinner. They do but the police are following and see them make out and so does a man that is following her. The crazy man comes to the resturaunt and attacks Emery. Emery goes to see Alannah and sees the place she is staying at and takes her to one of their properties which is the condo. She makes herself at home and even invites a friend over who says she can keep the condo and the life if there is a hole in the condom. To which Alannah says no. Later Emery drops by for some sex and she has her friend wait outside so that she can do what she needs to do with Emery and it's hot just like when they had sex in Emery's car. Emery visit's his friend who gives him a box cutter and tells him to help him unpack. He does and they comment on some fun times they had in college. After that there is more motives. Later Emery is asked to come to the police station and gets interrogated with them because Allannah has turned up dead. Her throat had been cut. Before Alaanh had died she went to connie to ask for money for her and Emery's baby and connie gave her $100,000 dollars. She had been in the condo when her husband who wanted money showed up and she tried to get the moves on him. Then Emery had come in and asked them to leave and give him back that check to which the other man went off on Allanah and Emery searched her purse and got the check. He insulted the other man and they got into a fight in the man's words they fought and Allanah had left the condo very much alive. In Emery's statment he said that she had left the condo ALive. They were both let go for the mean while. Then it's been sometime after that connie and Emery's marriage is rocky and she is done. She packs her bags and leaves but when Emery is searching someone had taken pictures of Emery having sex in the car with Allanah. He gets angry. Sometime after that connie comes back but still doesn't trust Emery. At an event for lost youth Emery is arrested but before he had seen Brandon who told Emery that he wanted connie and Emery's life they got into a fight but Emery stopped and left Brandon Alive. After Emery is sentenced and in Jail connie shows up with Devorce papers and he signs. She gets up and leaves and doesn't want to hear what she wants. He sees Brandon with her and they are now together and Emery is in prision. In flashback we see that Brandon had set up Allanah and Emery as he was not the mark it was a plan so he could get connie. Which he suceeded and he was the one responsible for killing Allanah. And Emery was sentenced.",1,1,1,0,1
The film portrays an aggressive and belligerent police officer named Nariman who investigates a murder case for which an innocent man is falsely accused.,0,1,0,0,1
"Cris Johnson  can see into his future. He can only see two minutes ahead, with the exception of a vision he once had of a woman walking into a diner. Because there are no details other than the time, he goes to the diner twice each day at 8:09, to await her arrival. He works as a small-time magician in Las Vegas, where he supplements his income with gambling, using his powers to win against the house. He draws the attention of FBI agent Callie Ferris , who has figured out his ability and wants to stop terrorists from detonating a nuclear weapon. Before Ferris can approach Cris, however, his gambling draws the attention of casino security. On his way out of the casino, he stops an imminent robbery, yet is chased by security agents. Using his ability to forecast the actions of his pursuers, he eludes both of them and Las Vegas police. Ferris tracks Cris to his home, but he escapes after foreseeing her arrival. Later that night, the casino's security chief is approached by two of the terrorists, is interrogated about Johnson and is then killed. The following morning, Cris is at the diner again when he sees Liz Cooper , the woman from his vision. It turns out that not only can Cris see the future, but can see the effects of what any number of his actions can do to that future. After envisioning a number of different approaches—all of which fall flat—he meets Liz after intervening when her ex-boyfriend arrives. Knowing that she is heading for Flagstaff, Arizona, Cris charms her into giving him a ride. Ferris follows, while the terrorists decide to kill him. A washed-out road forces Cris and Liz to spend the night in a motel. With the weapon tracked to Los Angeles, Ferris convinces her superiors to let her bring Cris in. The terrorists follow in the hope that the agents will lead them to Cris. Later that day, Agent Ferris confronts Liz while she is walking near the hotel. Claiming Cris is a dangerous sociopath, she asks her to drug Cris so that they can bring him in peacefully. Instead, Liz warns Cris, who tells her about his secret. When she asks why he will not help the FBI stop the terrorists, he explains his limitations, noting the exception for events involving her. Asking for Liz to wait for him, he tries to escape from the FBI agents waiting to arrest him but is captured after saving Ferris from logs tumbling down the side of a mountain. Unable to kill Cris, the terrorists kidnap Liz instead. In custody, Cris is strapped to a chair with his eyes held open and forced to watch television until he has a vision that can help the FBI. Expecting him to see a report about the detonation of the bomb, instead he envisions a broadcast from several hours in the future in which Liz is killed by a bomb while strapped to a wheelchair as bait for Cris. Cris escapes from captivity and races to the parking garage where she will be killed. Pursuing Cris to the garage, Ferris promises to help save her as long as Cris will help stop the bomb, and sets up a plan to draw out the terrorists. Using his ability, Cris helps the FBI track the terrorists to the port where they are based. When they arrive, after a series of exchanges, Cris is able to walk right up to the terrorist leader and avoid being hit, by seeing where the bullets will go and dodging them. After killing the terrorists and saving Liz, they find that the bomb has already been moved. Ferris shows Cris a seismograph hoping that he will see any tremors caused by explosions before they happen. As he stares at the screen he realizes that he has made a mistake and that he was too late; the bomb detonates out at sea and completely destroys the port, as well as the rest of the city. The timeline reverts back to Cris and Liz in bed at the hotel in Arizona, before Liz goes outside to be confronted by Ferris. Because of Liz's involvement in events, Cris has been able to envision everything that could happen leading to the nuclear explosion. ""Everytime you look into the future, it changes."" Cris calls Ferris and offers to help prevent the nuclear disaster, then asks Liz to wait for him.",0,0,1,0,1
